	Audience Score	Tomato-meter	Year	Genre	Director
290645	68	40	2007	Action & Adventure	Yip Wai-Shun
290650	49	63	2004	Action & Adventure	Todd Phillips
290665	81	85	1965	Action & Adventure	Martin Ritt
290678	67	64	2013	Action & Adventure	Baltasar Kormákur
290680	89	72	2014	Action & Adventure	Stephen Daldry
290683	46	29	2009	Action & Adventure	Renny Harlin
290686	63	40	1974	Action & Adventure	Bo Arne Vibenius
290689	52	45	1997	Action & Adventure	Clint Eastwood
290694	47	53	2014	Action & Adventure	Babak Najafi
290698	45	16	1995	Action & Adventure	Richard Donner
290709	79	97	1976	Action & Adventure	John Carpenter
290712	67	27	2011	Action & Adventure	Olivier Megaton
290714	75	70	2007	Action & Adventure	Steven Soderbergh
290719	93	83	2002	Action & Adventure	Doug Liman
290721	89	86	2000	Action & Adventure	Kinji Fukasaku
290724	76	80	1960	Action & Adventure	Lewis Gilbert
290727	57	62	2005	Action & Adventure	Terrence Malick
290747	29	4	1994	Action & Adventure	Luis Llosa
290748	82	80	1991	Action & Adventure	Shirley Sun
290754	34	16	2007	Action & Adventure	Doug Lefler
290778	89	83	2008	Action & Adventure	Hong-jin Na
290785	77	68	1962	Action & Adventure	Howard Hawks
290787	69	29	1989	Action & Adventure	Graeme Clifford
290798	59	68	2009	Action & Adventure	Michael Mann
290808	79	86	2005	Action & Adventure	Johnnie To
290827	52	48	2003	Action & Adventure	Clark Johnson
290842	80	80	1993	Action & Adventure	Mike Newell
290856	31	19	1994	Action & Adventure	Paul Weiland
290880	66	30	2015	Action & Adventure	Robert Schwentke
290893	44	100	1945	Action & Adventure	Rowland V. Lee
290898	44	16	2008	Action & Adventure	Doug Liman
290906	81	90	1998	Action & Adventure	Hsiao-hsien Hou
290922	59	67	2003	Action & Adventure	Damian Nieman
290924	69	90	1951	Action & Adventure	John Huston
290939	46	33	1985	Action & Adventure	James Glickenhaus
290952	67	35	1990	Action & Adventure	Geoff Murphy
290961	89	91	2007	Action & Adventure	"Pegg and Edgar Wright (""Shaun of the Dead"")"
290973	23	16	2004	Action & Adventure	George Armitage
290978	71	80	1947	Action & Adventure	Edward Buzzell
290997	43	76	1987	Action & Adventure	Ridley Scott
291000	47	20	2000	Action & Adventure	Bruce Paltrow
291003	38	18	2005	Action & Adventure	Lee Daniels
291006	88	97	2009	Action & Adventure	Daniel Monzón
291011	40	16	1997	Action & Adventure	Keenen Ivory Wayans
291016	23	38	2008	Action & Adventure	Jeremy Alter
291038	74	69	2006	Action & Adventure	Richard Linklater
